especie,familia,genero,latitude,longitude,estado,municipio,ano,mes,tipo_registro,dataset,id_gbif
Schistochlamys Ruficapillus,Thraupidae,Schistochlamys,-22.706834,-45.830311,Minas Gerais,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938431634
Thraupis Cyanoptera,Thraupidae,Thraupis,-22.472098,-43.292397,Rio De Janeiro,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938431654
Eupetomena Macroura,Trochilidae,Eupetomena,-15.737629,-47.864714,Distrito Federal,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938431753
Stephanophorus Diadematus,Thraupidae,Stephanophorus,-22.693458,-45.48755,São Paulo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938431758
Ptecticus Testaceus,Stratiomyidae,Ptecticus,-9.966891,-35.976097,Alagoas,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938431767
Luehea Divaricata,Malvaceae,Luehea,-30.341822,-51.038514,Rio Grande Do Sul,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938431854
Actinostella Flosculifera,Actiniidae,Actinostella,-13.015377,-38.468716,Bahia,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938431908
Myiarchus Swainsoni,Tyrannidae,Myiarchus,-26.524446,-49.149522,Santa Catarina,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938432061
Rhinella Diptycha,Bufonidae,Rhinella,-5.177269,-37.377444,Rio Grande Do Norte,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938432131
Marma Nigritarsis,Salticidae,Marma,-15.737629,-47.864714,Distrito Federal,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938432203
Caracara Plancus,Falconidae,Caracara,-18.122433,-52.908453,Goiás,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938433335
Ramphocelus Carbo,Thraupidae,Ramphocelus,0.693737,-51.388545,Amapá,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938433357
Chromacris Speciosa,Romaleidae,Chromacris,-30.105982,-51.232118,Rio Grande Do Sul,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938433394
Cereus Jamacaru,Cactaceae,Cereus,-5.695039,-35.198872,Rio Grande Do Norte,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938433520
Lycosa Erythrognatha,Lycosidae,Lycosa,-24.02874,-52.357923,Paraná,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938433657
Nerita Fulgurans,Neritidae,Nerita,-6.055828,-35.097399,Rio Grande Do Norte,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938434178
Ameiva Ameiva,Teiidae,Ameiva,-8.012618,-34.945974,Pernambuco,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938434409
Glaucis Hirsutus,Trochilidae,Glaucis,-9.531774,-35.849388,Alagoas,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938434492
Basileuterus Culicivorus,Parulidae,Basileuterus,-27.678504,-48.4899,Santa Catarina,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938435168
Nephilingis Cruentata,Araneidae,Nephilingis,-27.438615,-48.498095,Santa Catarina,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938435878
Psilocybe Cubensis,Hymenogastraceae,Psilocybe,-11.869836,-48.996152,Tocantins,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938436369
Octopus Insularis,Octopodidae,Octopus,-13.01507,-38.468006,Bahia,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938436372
Tyrannus Melancholicus,Tyrannidae,Tyrannus,-18.916678,-54.86597,Mato Grosso Do Sul,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938436464
Furnarius Rufus,Furnariidae,Furnarius,-23.215937,-45.893306,São Paulo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938436469
Bradybaena Similaris,Camaenidae,Bradybaena,-15.767645,-47.908847,Distrito Federal,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938436518
Palythoa Caribaeorum,Sphenopidae,Palythoa,-8.963674,-35.167047,Alagoas,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938436520
Coereba Flaveola,Thraupidae,Coereba,-22.739048,-47.065373,São Paulo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938436658
Ortilia Orthia,Nymphalidae,Ortilia,-29.61164,-53.693403,Rio Grande Do Sul,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938436734
Furnarius Figulus,Furnariidae,Furnarius,-22.673163,-43.891227,Rio De Janeiro,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938436791
Dirphia Avia,Saturniidae,Dirphia,-15.390662,-39.563347,Bahia,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938436986
Argiope Argentata,Araneidae,Argiope,-19.933544,-40.639438,Espírito Santo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938437030
Salvia Splendens,Lamiaceae,Salvia,-20.348362,-41.51952,Espírito Santo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938437036
Dacnis Cayana,Thraupidae,Dacnis,-19.764153,-42.625302,Minas Gerais,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938437059
Trichonephila Clavipes,Araneidae,Trichonephila,-27.611915,-48.439089,Santa Catarina,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938437195
Brotogeris Chiriri,Psittacidae,Brotogeris,-7.119536,-34.872055,Paraíba,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938437314
Gubernetes Yetapa,Tyrannidae,Gubernetes,-22.674192,-43.890368,Rio De Janeiro,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938437406
Corythalia Conferta,Salticidae,Corythalia,-21.497884,-46.650637,Minas Gerais,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938437463
Pitangus Sulphuratus,Tyrannidae,Pitangus,0.693589,-51.38847,Amapá,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938437498
Arachis Repens,Fabaceae,Arachis,-23.563814,-46.741826,São Paulo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938437594
Momordica Charantia,Cucurbitaceae,Momordica,-22.871752,-43.049024,Rio De Janeiro,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938437810
Vriesea Incurvata,Bromeliaceae,Vriesea,-24.03029,-47.35232,São Paulo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938437829
Porzana Albicollis,Rallidae,Porzana,-22.687673,-43.89979,Rio De Janeiro,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938437845
Knipolegus Lophotes,Tyrannidae,Knipolegus,-22.67335,-43.889403,Rio De Janeiro,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938438050
Nicolaea Munditia,Lycaenidae,Nicolaea,-3.063916,-59.904003,Amazonas,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938438134
Thraupis Ornata,Thraupidae,Thraupis,-22.435336,-43.161936,Rio De Janeiro,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938438210
Colaptes Campestris,Picidae,Colaptes,-22.440335,-45.427151,Minas Gerais,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938438227
Volatinia Jacarina,Thraupidae,Volatinia,-22.673097,-43.890178,Rio De Janeiro,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938438247
Colaptes Campestris,Picidae,Colaptes,-22.440591,-45.427178,Minas Gerais,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938438280
Paradossenus Longipes,Trechaleidae,Paradossenus,-18.57056,-46.48098,Minas Gerais,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938438539
Phyllomyias Griseocapilla,Tyrannidae,Phyllomyias,-26.468019,-49.187617,Santa Catarina,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938438543
Hydrochoerus Hydrochaeris,Caviidae,Hydrochoerus,-23.168075,-45.88517,São Paulo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938438598
Sula Leucogaster,Sulidae,Sula,-23.207655,-44.689298,Rio De Janeiro,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938439417
Palpita Flegia,Crambidae,Palpita,-22.392795,-47.677843,São Paulo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938439618
Coereba Flaveola,Thraupidae,Coereba,-3.948746,-38.276104,Ceará,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938439650
Hibiscus Mutabilis,Malvaceae,Hibiscus,-15.836924,-47.879072,Distrito Federal,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938439658
Ramphastos Toco,Ramphastidae,Ramphastos,-18.920862,-54.866437,Mato Grosso Do Sul,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938439698
Arilus Carinatus,Reduviidae,Arilus,-29.632817,-53.611324,Rio Grande Do Sul,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938439703
Hydrocotyle Ranunculoides,Araliaceae,Hydrocotyle,-22.986586,-43.47444,Rio De Janeiro,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938439741
Contopus Cinereus,Tyrannidae,Contopus,-26.613231,-49.442102,Santa Catarina,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938440373
Octopus Insularis,Octopodidae,Octopus,-13.015303,-38.468712,Bahia,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938440481
Tillandsia Tricholepis,Bromeliaceae,Tillandsia,-23.185909,-46.445852,São Paulo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938441009
Sporophila Caerulescens,Thraupidae,Sporophila,-26.440135,-49.167626,Santa Catarina,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938441295
Anomalocardia Flexuosa,Veneridae,Anomalocardia,-2.479012,-44.232478,Maranhão,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938441602
Hamadryas Februa,Nymphalidae,Hamadryas,-22.98504,-52.47269,Paraná,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938442327
Pardirallus Nigricans,Rallidae,Pardirallus,-20.364368,-40.336379,Espírito Santo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938442344
Araucaria Angustifolia,Araucariaceae,Araucaria,-25.387278,-48.979112,Paraná,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938442452
Mionectes Rufiventris,Tyrannidae,Mionectes,-26.507322,-49.125185,Santa Catarina,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938442455
Psychotria Suterella,Rubiaceae,Psychotria,-25.076461,-50.992488,Paraná,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938442593
Leptophis Ahaetulla,Colubridae,Leptophis,-3.073988,-60.297227,Amazonas,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938442620
Mimus Saturninus,Mimidae,Mimus,-6.798848,-43.021055,Piauí,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938442658
Ipomoea Pes-Caprae,Convolvulaceae,Ipomoea,-22.903728,-42.032311,Rio De Janeiro,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938442675
Hemidactylus Mabouia,Gekkonidae,Hemidactylus,-23.365122,-44.886095,São Paulo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938442963
Turdus Rufiventris,Turdidae,Turdus,-22.92477,-43.173239,Rio De Janeiro,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938443055
Megaceryle Torquata,Alcedinidae,Megaceryle,-22.091525,-41.140925,Rio De Janeiro,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938443118
Myiozetetes Similis,Tyrannidae,Myiozetetes,-26.435779,-49.065911,Santa Catarina,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938444167
Leucocoprinus Brunneoluteus,Agaricaceae,Leucocoprinus,-23.455142,-46.674306,São Paulo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938444304
Crotalus Durissus,Viperidae,Crotalus,-23.055145,-46.63862,São Paulo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938444351
Lochmias Nematura,Furnariidae,Lochmias,-22.458767,-43.218572,Rio De Janeiro,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938444425
Anthus Chii,Motacillidae,Anthus,-23.203873,-44.719862,Rio De Janeiro,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938444489
Callithrix Penicillata,Callitrichidae,Callithrix,-15.782675,-47.926037,Distrito Federal,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938444492
Menemerus Bivittatus,Salticidae,Menemerus,-23.702482,-46.63358,São Paulo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938444827
Agathistoma Viridulum,Tegulidae,Agathistoma,-13.014948,-38.468952,Bahia,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938444939
Gnorimopsar Chopi,Icteridae,Gnorimopsar,-18.80027,-41.896194,Minas Gerais,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938445196
Ectatomma Brunneum,Formicidae,Ectatomma,-19.925477,-40.150969,Espírito Santo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938446117
Guilandina Bonduc,Fabaceae,Guilandina,-16.896916,-39.113547,Bahia,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938446135
Trichonephila Clavipes,Araneidae,Trichonephila,-15.870631,-52.252564,Mato Grosso,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938446871
Micromelo Undatus,Aplustridae,Micromelo,-13.014978,-38.468422,Bahia,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938447761
Erythrodiplax Melanorubra,Libellulidae,Erythrodiplax,-29.611693,-53.694187,Rio Grande Do Sul,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938447788
Diabrotica Limitata,Chrysomelidae,Diabrotica,-25.387213,-48.977945,Paraná,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938447916
Danaus Gilippus,Nymphalidae,Danaus,-22.406828,-47.678899,São Paulo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938447967
Falco Sparverius,Falconidae,Falco,-31.771756,-52.341678,Rio Grande Do Sul,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938448856
Canistrum Camacaense,Bromeliaceae,Canistrum,-15.203395,-39.56489,Bahia,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938448927
Falco Sparverius,Falconidae,Falco,-3.948746,-38.276104,Ceará,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938449805
Natada Pucara,Limacodidae,Natada,-21.078177,-41.508947,Espírito Santo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938449825
Tityus Serrulatus,Buthidae,Tityus,-23.324116,-49.807078,Paraná,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938449852
Enema Pan,Scarabaeidae,Enema,-22.436095,-44.613113,Rio De Janeiro,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938449862
Actitis Macularius,Scolopacidae,Actitis,-23.006482,-43.634428,Rio De Janeiro,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938450399
Pachygrapsus Transversus,Grapsidae,Pachygrapsus,-27.75076,-48.506377,Santa Catarina,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938450592
Piaya Cayana,Cuculidae,Piaya,-18.920597,-54.866538,Mato Grosso Do Sul,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938450678
Talinum Paniculatum,Talinaceae,Talinum,-23.70195,-46.633142,São Paulo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938452087
Canistrum Camacaense,Bromeliaceae,Canistrum,-15.243942,-39.566088,Bahia,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938452104
Chlorostilbon Lucidus,Trochilidae,Chlorostilbon,-31.334744,-54.107872,Rio Grande Do Sul,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938452123
Attagenus Fasciatus,Dermestidae,Attagenus,-2.50835,-44.268582,Maranhão,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938452185
Laguncularia Racemosa,Combretaceae,Laguncularia,-4.691769,-37.360861,Ceará,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938452231
Vriesea Altodaserrae,Bromeliaceae,Vriesea,-25.385812,-48.980205,Paraná,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938452260
Salvator Merianae,Teiidae,Salvator,-30.341975,-51.038414,Rio Grande Do Sul,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938452290
Furnarius Leucopus,Furnariidae,Furnarius,-16.731575,-43.883135,Minas Gerais,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938453366
Anartia Amathea,Nymphalidae,Anartia,-23.423863,-46.635158,São Paulo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938453375
Mauritia Flexuosa,Arecaceae,Mauritia,-2.704525,-42.873272,Maranhão,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938453415
Drosera Montana,Droseraceae,Drosera,-22.683667,-45.477227,São Paulo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938453421
Herpothallon Rubrocinctum,Arthoniaceae,Herpothallon,-23.055145,-46.63862,São Paulo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938453424
Hancornia Speciosa,Apocynaceae,Hancornia,-16.932596,-39.151883,Bahia,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938453627
Octopus Insularis,Octopodidae,Octopus,-13.01503,-38.469273,Bahia,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938453866
Dione Vanillae,Nymphalidae,Dione,-24.122354,-49.337019,São Paulo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938454434
Felis Catus,Felidae,Felis,-4.179089,-38.131461,Ceará,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938454579
Nasua Nasua,Procyonidae,Nasua,-0.040661,-51.09626,Amapá,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938454603
Xenophanes Tryxus,Hesperiidae,Xenophanes,-29.611941,-53.694623,Rio Grande Do Sul,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938454645
Coragyps Atratus,Cathartidae,Coragyps,0.703806,-51.417481,Amapá,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938454814
Lagria Villosa,Tenebrionidae,Lagria,-22.871836,-43.049193,Rio De Janeiro,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938454951
Canistrum Camacaense,Bromeliaceae,Canistrum,-15.378144,-39.590986,Bahia,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938455470
Impatiens Balsamina,Balsaminaceae,Impatiens,-26.327779,-48.668912,Santa Catarina,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938455475
Calcinus Tibicen,Diogenidae,Calcinus,-13.014567,-38.470108,Bahia,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938455504
Dorstenia Ramosa,Moraceae,Dorstenia,-22.948138,-43.483424,Rio De Janeiro,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938455879
Callionima Inuus,Sphingidae,Callionima,-22.915005,-49.912031,São Paulo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938455963
Micromelo Undatus,Aplustridae,Micromelo,-13.015185,-38.468488,Bahia,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938456227
Vanhouttea Leonii,Gesneriaceae,Vanhouttea,-20.411825,-41.833258,Minas Gerais,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938456917
Heliconia Psittacorum,Heliconiaceae,Heliconia,-2.990331,-60.034649,Amazonas,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938457080
Mussaenda Philippica,Rubiaceae,Mussaenda,-15.737629,-47.864714,Distrito Federal,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938457544
Dendrocygna Viduata,Anatidae,Dendrocygna,-22.929538,-44.390431,Rio De Janeiro,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938457783
Progne Tapera,Hirundinidae,Progne,-29.723581,-53.72342,Rio Grande Do Sul,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938457813
Mandevilla Velame,Apocynaceae,Mandevilla,-16.110986,-47.780537,Goiás,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938457924
Cathartes Burrovianus,Cathartidae,Cathartes,-9.156868,-36.041417,Alagoas,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938457931
Marpesia Petreus,Nymphalidae,Marpesia,-29.59724,-53.712122,Rio Grande Do Sul,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938457932
Progne Chalybea,Hirundinidae,Progne,-3.948746,-38.276104,Ceará,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938457951
Talinum Paniculatum,Talinaceae,Talinum,-23.940233,-52.350201,Paraná,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938457974
Utricularia Myriocista,Lentibulariaceae,Utricularia,-2.671705,-42.918983,Maranhão,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938458074
Pseudomops Neglectus,Ectobiidae,Pseudomops,-25.387387,-48.977787,Paraná,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938458152
Tachyphonus Coronatus,Thraupidae,Tachyphonus,-22.472098,-43.292397,Rio De Janeiro,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938458263
Camponotus Sericeiventris,Formicidae,Camponotus,-23.24098,-46.61943,São Paulo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938459277
Callicore Sorana,Nymphalidae,Catagramma,-19.705003,-43.9009,Minas Gerais,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938459422
Enchophyllum Quinquemaculata,Membracidae,Enchophyllum,-9.608703,-35.950981,Alagoas,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938459625
Hylephila Phyleus,Hesperiidae,Hylephila,-29.615131,-53.690432,Rio Grande Do Sul,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938459658
Delonix Regia,Fabaceae,Delonix,-12.704857,-38.137638,Bahia,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938459803
Physalia Physalis,Physaliidae,Physalia,-7.145368,-34.809766,Paraíba,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938460108
Eriphia Gonagra,Eriphiidae,Eriphia,-13.015145,-38.468681,Bahia,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938461077
Phalacrocorax Brasilianus,Phalacrocoracidae,Phalacrocorax,-22.90027,-43.175171,Rio De Janeiro,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938461405
Pyriglena Leucoptera,Thamnophilidae,Pyriglena,-22.693696,-43.918316,Rio De Janeiro,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938461529
Erythemis Peruviana,Libellulidae,Erythemis,-20.365195,-40.340253,Espírito Santo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938462458
Dione Juno,Nymphalidae,Dione,-23.411012,-47.352992,São Paulo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938462603
Philodendron Ornatum,Araceae,Philodendron,-15.390122,-39.56528,Bahia,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938462628
Amazonetta Brasiliensis,Anatidae,Amazonetta,-20.365195,-40.340253,Espírito Santo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938462662
Myiozetetes Similis,Tyrannidae,Myiozetetes,-9.531774,-35.849388,Alagoas,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938462998
Alpaida Grayi,Araneidae,Alpaida,-25.387403,-48.977383,Paraná,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938463048
Marpesia Chiron,Nymphalidae,Marpesia,-22.451297,-44.084546,Rio De Janeiro,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938463066
Bubulcus Ibis,Ardeidae,Bubulcus,-23.66485,-46.711057,São Paulo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938463080
Icterus Cayanensis,Icteridae,Icterus,-8.249191,-34.945909,Pernambuco,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938463188
Colaptes Campestris,Picidae,Colaptes,-26.936366,-48.975334,Santa Catarina,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938463192
Nephilingis Cruentata,Araneidae,Nephilingis,-19.86778,-43.772545,Minas Gerais,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938463327
Pycnosarcus Atavus,Acrididae,Pycnosarcus,-24.262713,-48.443937,São Paulo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938463355
Passiflora Mediterranea,Passifloraceae,Passiflora,-23.755163,-45.813728,São Paulo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938463403
Rhapis Excelsa,Arecaceae,Rhapis,-20.220713,-40.202826,Espírito Santo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938463404
Actinostella Flosculifera,Actiniidae,Actinostella,-13.015052,-38.469101,Bahia,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938463605
Anthurium Coriaceum,Araceae,Anthurium,-23.043492,-43.531182,Rio De Janeiro,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938463696
Azamora Sororia,Pyralidae,Azamora,-29.853469,-50.299206,Rio Grande Do Sul,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938463698
Commelina Erecta,Commelinaceae,Commelina,-29.610465,-53.955925,Rio Grande Do Sul,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938463808
Hermetia Illucens,Stratiomyidae,Hermetia,-5.955928,-39.081694,Ceará,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938464056
Hatiora Salicornoides,Cactaceae,Hatiora,-19.822387,-43.677905,Minas Gerais,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938464119
Diabrotica Speciosa,Chrysomelidae,Diabrotica,-16.742095,-49.29753,Goiás,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938464191
Arthrocereus Melanurus,Cactaceae,Arthrocereus,-20.360142,-46.96117,Minas Gerais,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938464269
